objectid,parentid,title,identifier,subject,dimensions,display_template,format,object_location,image_small,image_thumb,image_alt_text,description,notes,other_objects
object_1277_0,object_1277,DSCN2974.JPG containing object_1277,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2974/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2974/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2974/full/400,/0/default.jpg",image containing object_1277,,,object_1278;object_1279
object_1278,,Jing head,1278,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2974/full/400,/0/default.jpg",,"Jing head. Wu jing rebel. Same filigree shamao as 1268, different color scheme, black with blue decorations, also grey, natural, red, green, 2 large red pompoms, natural furs, twin pheasant feathers; ciguye 慈菇葉, central ornament. Maroon cut painted face; stylized black eye, white, grey stylized brow, full manran 滿髯; flesh ear, natural neck, light lacquer.",See 1268.,
object_1278_0,object_1278,DSCN2974.JPG containing object_1278,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2974/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2974/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2974/full/400,/0/default.jpg",image containing object_1278,,,object_1277;object_1279
object_1279,,Tiger head,1279,Creature head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2974/full/400,/0/default.jpg",,"Tiger head. Black tiger spirit. Rebel general? Tiger head helmet, hat, 3/4 face, fierce black eyes, whiskers, teeth, red to pink brows. Diadem, 1 large red pompom, ciguye 慈菇葉, pheasant feathers, natural furs. Painted tiger stripe face, large crescent style black eye; red to pink brow, blue outlined, closed red rubbery lips, red pate, natural neck, unlacquered.",,
object_1279_0,object_1279,DSCN2974.JPG containing object_1279,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2974/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2974/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2974/full/400,/0/default.jpg",image containing object_1279,,,object_1277;object_1278
object_1280,,Jing head,1280,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2977/full/400,/0/default.jpg",,"Jing head. Wen jing rebel minister. Black shamao with orange decorated edge, 2 large red pompoms, central ornament, 4 small black pompoms, oblong gauze fins; twin pheasant feathers, furs. White and blush painted face, black chou san 丑三 long beard. Light lacquer, natural neck.",Same note as 1277.,
object_1280_0,object_1280,DSCN2977.JPG containing object_1280,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2977/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2977/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2977/full/400,/0/default.jpg",image containing object_1280,,,object_1281;object_1282
object_1281,,Jing head,1281,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2977/full/400,/0/default.jpg",,"Jing head. Wu jing rebel. Grey and filigree shamao, different maker from 1278, but same rank may be indicated. Blue, green, yellow, natural, pink to red, cut decorations. 2 large, red pompoms, ciguye 慈菇葉, twin furs and pheasant feathers. Red painted face with cut black stylized brow and crescent eye, yellow cut coin emblem on cheek. Flesh cut dot on forehead and same tone on furs and neck; full black manran 滿髯 cleverly attached with 4 plugs at time of making.",,
object_1281_0,object_1281,DSCN2977.JPG containing object_1281,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2977/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2977/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2977/full/400,/0/default.jpg",image containing object_1281,,,object_1280;object_1282
object_1282,,Jing head,1282,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2977/full/400,/0/default.jpg",,"Jing head. Wu jing rebel. Shamao coloration sameas 1268 but for black bit at back. Mustard cut painted face shows golden when backlit; black circle oulined in red on bridge of nose, stylized fierce black eye, white stripe above it, full black manran, flesh ear, natural neck; unlacquered.","Same helmet as 1268, 1278 but different maker.",
object_1282_0,object_1282,DSCN2977.JPG containing object_1282,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2977/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2977/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2977/full/400,/0/default.jpg",image containing object_1282,,,object_1280;object_1281
object_1283,,Jing head,1283,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2978/full/400,/0/default.jpg",,Jing head. Lao wen jing rebel king. All carving and coloring same as 1261 except stripe on nose is black.,"Same maker as 1261. See 1261, 1265, 1269.",
object_1283_0,object_1283,DSCN2978.JPG containing object_1283,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2978/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2978/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2978/full/400,/0/default.jpg",image containing object_1283,,,object_1284;object_1285
object_1284,,Chou head,1284,Chou head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2978/full/400,/0/default.jpg",,"Chou head. Xiao wu chou rebel king (?) Small crown in black, yellos, green cut edge as 1275 with front flower. 2 large red pompoms, ciguye 慈菇葉, red tassel hangs back, diadem, ezi 額子, black back cloth between furs and pheasant feathers. Open cut black face, clown patch, red dot on cheek, teeth; lacquered; natural neck.",See 1275.,
object_1284_0,object_1284,DSCN2978.JPG containing object_1284,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2978/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2978/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2978/full/400,/0/default.jpg",image containing object_1284,,,object_1283;object_1285
object_1285,,Sheng head,1285,Sheng head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2978/full/400,/0/default.jpg",,"Sheng head. Lao wu sheng rebel officer (?) Black highly decorated and cut shamao in yellow, green, black, grey, pink, red and blue. 2 large red pompoms, natural furs and twin pheasant feathers; ciguye, central ornament. Black open cut face, long, black diao da 吊搭 style beard; red lips. No lacquer.","Hat is variation of 1268, 1278, 1281, 1282, no filigree.",
object_1285_0,object_1285,DSCN2978.JPG containing object_1285,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2978/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2978/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2978/full/400,/0/default.jpg",image containing object_1285,,,object_1283;object_1284
object_1286,,Chou head,1286,Chou head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2979/full/400,/0/default.jpg",,"Chou head. 小丑 xiao chou rebel king. Crown, red with green cut edge, red tassel, black back cloth, twin pheasant feathers, natural furs. 2 large red pompoms, ciguye 慈菇葉, diadem, ezi 額子. Flesh face, triangle black eye and marks on nose and corners of red, open mouth, teeth, tongue; lacquered natural neck.",Similar crown to 1284.,
object_1286_0,object_1286,DSCN2979.JPG containing object_1286,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2979/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2979/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2979/full/400,/0/default.jpg",image containing object_1286,,,object_1287;object_1288
object_1287,,Jing head,1287,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2979/full/400,/0/default.jpg",,"Jing head. Lao wen jing, rebel king. Color scheme of crown and headdress almost same as 1261 but for 4 small blue pompoms on diadem, ezi 額子. Yellow painted face with red mark on brow to nose, heavy black eyee and brow, white stripe, full black manran, natural unlacquered neck and ear. Note effect of thicker skin on fur end, also brighter colors on head.","See 1261, 1265, 1269, 1283, 1287.",
object_1287_0,object_1287,DSCN2979.JPG containing object_1287,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2979/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2979/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2979/full/400,/0/default.jpg",image containing object_1287,,,object_1286;object_1288
object_1288,,Sheng head,1288,Sheng head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2979/full/400,/0/default.jpg",,"Sheng head. Lao wu sheng. Rebel official. Same style shamao as 1268 and others. Cut blue, grey, green, red, natural; furs. 2 large yellow pompoms, central ornament and ciguye 慈菇葉. Natural white open cut face with full filigree white natural manran 滿髯. Very lightly lacquered neck.",Damage: pink discoloration. Old object number 3.1319.,
object_1288_0,object_1288,DSCN2979.JPG containing object_1288,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2979/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2979/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2979/full/400,/0/default.jpg",image containing object_1288,,,object_1286;object_1287
object_1289,,Jing head,1289,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2981/full/400,/0/default.jpg",,"Jing head. Lao wu jing rebel. Helmet: black with yellow, blue-green, grey, red, natural cut decorations. 1 small each red, blue-green pompoms atop mirror lightning bolts, 1 large each red, blue-green, pompoms, twin pheasant feathers and natural furs. Diadem, ezi 額子, ciguye 慈菇葉. Light lacquer on natural neck. Red painted face with black brow and white stripe, smug expression on red lips; long black cut diao da 吊搭.",Helmet is a variation of 944 shamao and 1260.,
object_1289_0,object_1289,DSCN2981.JPG containing object_1289,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2981/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2981/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2981/full/400,/0/default.jpg",image containing object_1289,,,object_1290;object_1291
object_1290,,Tiger head,1290,Creature head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2981/full/400,/0/default.jpg",,"Tiger head. Black tiger spirit general. Similar to other headdresses; ciguye 慈菇葉, tails, feathers. Tiger helmet is grey with cut black stripes; smiling closed red rubber lips on black cut tiger painted face, white stripe mars, grey around crescent down looking eye; pink ear; natural neck unlacquered.","See 978, 1175, 1279.",
object_1290_0,object_1290,DSCN2981.JPG containing object_1290,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2981/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2981/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2981/full/400,/0/default.jpg",image containing object_1290,,,object_1289;object_1291
object_1291,,Jing head,1291,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2981/full/400,/0/default.jpg",,"Jing head. Lao wen jing rebel official. Same square shamao as 1276 except 2 large pompoms are white here and maker forgot to finish painting black stripes on one pheasant feather. Same maker, same face but beard is natural white.","See 1267, 1276.",
object_1291_0,object_1291,DSCN2981.JPG containing object_1291,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2981/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2981/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2981/full/400,/0/default.jpg",image containing object_1291,,,object_1289;object_1290
object_1292,,Jing head,1292,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2984/full/400,/0/default.jpg",,"Jing head. Jing rebel official. Same headdress or crown as 1259 but crown here is black with green edge on yellow cut decorations. Red, frowning painted face with cut black and grey edge of downcast red rubbery, closed lips. Heavy black eye, white streak, flesh ear, natural neck. Lacquered.",See 1259.,
object_1292_0,object_1292,DSCN2984.JPG containing object_1292,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2984/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2984/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2984/full/400,/0/default.jpg",image containing object_1292,,,object_1293;object_1294
object_1293,,Jing head,1293,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2984/full/400,/0/default.jpg",,"Jing head. Lao wen jing low official. 3/4 view of back of shamao. Blue tone flowers on natural white ground, green edge, red tassel; prifile green tiger, 2 small red pompoms on diadem, ezi 額子; 1 large red pompom above central cut ornament. 2 natural bolts, red short back ribbon and short ribbon at flesh ea. White and blush painted face, black pate and chou san 丑三, natural neck, very light lacquer if at all. NOTE: Characters on neck could read Fa xian 法仙.",,
object_1293_0,object_1293,DSCN2984.JPG containing object_1293,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2984/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2984/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2984/full/400,/0/default.jpg",image containing object_1293,,,object_1292;object_1294
object_1294,,Jing head,1294,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2984/full/400,/0/default.jpg",,"Jing head. Lao wu jing rebel commander or general. Shuai kui 帥盔. See description for 945. Bell shaped filigree natural helmet with pointed spike adorned with red tassel; diadem, ezi 額子, with central emblem and ciguye 慈菇葉, profile blue dragon climbing back toward large red pompom. Blue green edge diadem with same large pompom flower on back cloth; red, pink, green, black. Natural furs and twin pheasant feathers. Red painted face with heavy black eye, white streak, full manran 滿髯 cleverly attached with 3 plugs at time of making. Light lacquer.",,
object_1294_0,object_1294,DSCN2984.JPG containing object_1294,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2984/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2984/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2984/full/400,/0/default.jpg",image containing object_1294,,,object_1292;object_1293
object_1295,,Jing head,1295,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2985/full/400,/0/default.jpg",,"Jing head. Wu jing rebel demon commander. Black cut filigree decorated shamao in yellow, blue-green, red, blue. 1 each large green and red pompoms. Central ornament and ciguye 慈菇葉. Red pate, blue-green, angry looking striped cut painted face in red, pink; highly stylized black eye, white or natural oulined downcast closed red rubber lips. Light lacquer on natural neck. See 944.",,
object_1295_0,object_1295,DSCN2985.JPG containing object_1295,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2985/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2985/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2985/full/400,/0/default.jpg",image containing object_1295,,,object_1296;object_1297
object_1296,,Jing head,1296,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2985/full/400,/0/default.jpg",,"Jing head. Jing rebel official. Same headdress as 1292; all colors but crown is red here; blue highly cut and colored painted face, red, natural, black, stylized scalloped black eye; downcast red rubbery closed lips. Lacquered natural neck.","See 1259, 1292.",
object_1296_0,object_1296,DSCN2985.JPG containing object_1296,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2985/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2985/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2985/full/400,/0/default.jpg",image containing object_1296,,,object_1295;object_1297
object_1297,,Jing head,1297,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2985/full/400,/0/default.jpg",,"Jing head. Wu jing rebel demon commander. Blue-green and decorated, cut filigree shamao in yellow, red, grey, natural; 2 large red pompoms, ciguye 慈菇葉, twin pheasant feathers, natural furs. Lively painted face in black and white, blush; stylized eye, tufted yi zi 一字 mutton chop, pointed stachio and soul patch; natural light lacquer on neck. Kiss band member.",Old object number 3.1328. Pink discoloration on neck.,
object_1297_0,object_1297,DSCN2985.JPG containing object_1297,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2985/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2985/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2985/full/400,/0/default.jpg",image containing object_1297,,,object_1295;object_1296
object_1298,,Jing head,1298,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2986/full/400,/0/default.jpg",,"Jing head. Lao wen jing rebel king. Similar to 1261. Black crown, cut red flowers, 8 alternating small red and blue pompoms. Diadem, ezi 額子, with ornate central emblem, twin pheasant feathers, 2 large red pompoms, neck protector, natural furs. White painted face with prominent red stripe from forehead to nose tip, black brow and heavy black eye with pink perforated teardrop on cheek; full black manran 滿髯. Light or no lacquer on natural neck.","See 1261, 1262 and others. Same maker as 1261.",
object_1298_0,object_1298,DSCN2986.JPG containing object_1298,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2986/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2986/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2986/full/400,/0/default.jpg",image containing object_1298,,,object_1299;object_1300
object_1299,,Chou head,1299,Chou head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2986/full/400,/0/default.jpg",,"Chou head. Lao chou jilin or spirit rebel? Large head of a qilin? And filigree scales, 2 long whiskers with 2 small blue-green pompoms on either side of the large red pompom; pheasant feathers and natural furs. Blue-green fillet with central emblem and large red pompom, close fitting black cap with cut yellow waves and flowers in red, natural and blue-green with green edged red upward cloth at back.",,
object_1299_0,object_1299,DSCN2986.JPG containing object_1299,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2986/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2986/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2986/full/400,/0/default.jpg",image containing object_1299,,,object_1298;object_1300
object_1300,,Chou head,1300,Chou head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2986/full/400,/0/default.jpg",,"Chou head. Wu chou rebel commander. Blue-green shamao with cut filigree and flower decorations in grey, pink and black; blue-green fillet and central ornament, 1 large red pompom, ciguye 慈菇葉, cut curl at back of diadem, ezi 額子, near twin pheasant feathers and natural furs. Open cut black face with horizontal black stachio, short pointed beard and soul patch, black pate; light lacquer on natural neck.",Variation of 944 and others.,
object_1300_0,object_1300,DSCN2986.JPG containing object_1300,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2986/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2986/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN2986/full/400,/0/default.jpg",image containing object_1300,,,object_1298;object_1299
object_1301,,Dan head,1301,Dan head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4515/full/400,/0/default.jpg",,"Dan head. Dan. Wu. Open cut face, black fringe bangs. Small ornamented crown, ciguye 慈菇葉 front diadem, ezi 額子, tassels at ear, many pompoms; pheasant feathers; back cloth. Red, green, black, natural color. Lacquer.",,
object_1301_0,object_1301,DSCN4515.JPG containing object_1301,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4515/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4515/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4515/full/400,/0/default.jpg",image containing object_1301,,,object_1302;object_1303
object_1302,,Chou dan head,1302,Dan head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4515/full/400,/0/default.jpg",,"Chou dan head. Chou. Dan? Rebel commander or royalty. Open cut face, clown patch, triangle eye, smiling red lips, teeth, tongue. Small ornamented crown, ciguye 慈菇葉, front diadem, ezi 額子, 2 large red pompoms, twin pheasant feathers, twin white furs hang back. Lacquer.",,
object_1302_0,object_1302,DSCN4515.JPG containing object_1302,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4515/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4515/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4515/full/400,/0/default.jpg",image containing object_1302,,,object_1301;object_1303
object_1303,,Jing head,1303,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4515/full/400,/0/default.jpg",,"Jing head. Demon. Brownish face, round eye with large black pupil, natural deco brow; wide smile outlined in natural; full mouth of teeth and fangs, tongue. Natural yellowish hair hangs back in tiers ending in points; back pointed ear tuft, down pointed long sideburn. Large red pompom over diadem, ezi 額子; twin pheasant feathers. Lacquer.",,
object_1303_0,object_1303,DSCN4515.JPG containing object_1303,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4515/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4515/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4515/full/400,/0/default.jpg",image containing object_1303,,,object_1301;object_1302
object_1304,,Jing head,1304,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4516/full/400,/0/default.jpg",,"Jing head. Jing demon. Military. Rebel. Green painted face, black stylized eye; natural, black cut deco above. Red 'ba' 八 stachio, soul patch, pointed beard, ear tufts. Natural cut diadem, ezi 額子, outlined in green with red and green front emblem. 2 large red pompoms; black ciguye 慈菇葉 bravery symbol. Twin pheasant feathers protrude from red and green settings above ears. Twin natural furs down back. Unusual, alternate green, yellow close fitting hat with red sawtooth back edge ends in point. Natural neck.",See 1338.,
object_1304_0,object_1304,DSCN4516.JPG containing object_1304,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4516/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4516/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4516/full/400,/0/default.jpg",image containing object_1304,,,object_1305;object_1306
object_1305,,Jing head,1305,Jing head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4516/full/400,/0/default.jpg",,"Jing head. Jing demon. Green painted face, black scalloped eye, red, natural cut area above, frowning rubbery red lips. Natural diadem, ezi 額子, ear tassel; 2 large red pompoms; black ciguye 慈菇葉 bravery symbol. Small taizi 太子 style crown sits back on head; many small red pompoms. Twin pheasant feathers protrude from red and green settings above ears. Twin natural furs down back. Lacquer.",See 1262 and others. Old object number 3.1335.,
object_1305_0,object_1305,DSCN4516.JPG containing object_1305,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4516/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4516/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4516/full/400,/0/default.jpg",image containing object_1305,,,object_1304;object_1306
object_1306,,Sheng head,1306,Sheng head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4516/full/400,/0/default.jpg",,"Sheng head. Wu jing rebel. White painted face, pink blush. Deco fillet with front emblem black ciguye 慈菇葉 bravery symbol. Black, close fitting shamao hat with diadem, ezi 額子, and oblong fins at back; 2 large red pompoms; twin pheasant feathers protrude from red and green settings; twin natural furs extend back.",,
object_1306_0,object_1306,DSCN4516.JPG containing object_1306,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4516/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4516/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4516/full/400,/0/default.jpg",image containing object_1306,,,object_1304;object_1305
object_1307,,Sheng head,1307,Sheng head,H:,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4517/full/400,/0/default.jpg",,"Sheng head. Sheng. Wu. Rebel commander. Open cut face. Black filigree cut fringe at forehead and at sides. Butterfly deco and many small pompoms on black ciguye 慈菇葉 bravery symbol. Highly ornate cut diadem, ezi 額子. Small taizi 太子 style crown sits back on head; back tassel; many small deco pompoms. Twin pheasant feathers protrude from settings. Red, green, natural, black. Twin natural furs down back.",See 1262 and others. Old object number 3.1337.,
