objectid,parentid,title,subject,display_template,format,object_location,image_small,image_thumb,image_alt_text,description,object_thumb,object_location,reference_url
"object_0631","","Dan head","Dan head","compound_object","","","","/objects/thumbs/dscn4702_th.jpg","","Dan head. Wu. Dan. Queen. Flesh face. Natural diadem, ezi 額子, topped by small blue, red pompoms, large green pompom; black ciguye 慈菇葉 martial arrow, green front emblem; green ear flower, small earring. Red pompom atop square black cut crown, natural, flower, green edge; blue, red, natural, green cut back neck protection cloth.","http://localhost:4000/shadowfigures/objects/thumbs/dscn4702_th.jpg","","http://localhost:4000/shadowfigures/items/object_0631.html"
"object_0631_0","object_0631","","","image","image/jpg","/objects/dscn4702.jpg","/objects/small/dscn4702_sm.jpg","/objects/thumbs/dscn4702_th.jpg","image containing object_0631","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4702_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4702.jpg","http://localhost:4000/shadowfigures/items/object_0631.html#object_0631_0"
"object_0632","","Dan head","Dan head","compound_object","","","","/objects/thumbs/dscn4702_th.jpg","","Dan head. Wu. Dan. Flesh face, partial flower at ear. Black ciguye 慈菇葉 martial arrow, small red and green pompoms; small earring; green, red front emblem on natural, yellow diadem, ezi 額子, topped by four each large green, red pompoms over black bun, back gauze neck protection cloth.","http://localhost:4000/shadowfigures/objects/thumbs/dscn4702_th.jpg","","http://localhost:4000/shadowfigures/items/object_0632.html"
"object_0632_0","object_0632","","","image","image/jpg","/objects/dscn4702.jpg","/objects/small/dscn4702_sm.jpg","/objects/thumbs/dscn4702_th.jpg","image containing object_0632","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4702_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4702.jpg","http://localhost:4000/shadowfigures/items/object_0632.html#object_0632_0"
"object_0633","","Gentry, female body","Female body","compound_object","","","","/objects/thumbs/dscn3767_th.jpg","","Gentry, female body. Deep green floppy sleeve tunic, purple long vest over red loose trousers, all with deco edges; block hands. Red cut flower on natural sleeve cuff and hem, red close sleeve and black cuff under. Blue front tie sash over vest; black cut, red quatrefoil trouser hem; bound feet in red, green blue shoes. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3767_th.jpg","","http://localhost:4000/shadowfigures/items/object_0633.html"
"object_0633_0","object_0633","","","image","image/jpg","/objects/dscn3767.jpg","/objects/small/dscn3767_sm.jpg","/objects/thumbs/dscn3767_th.jpg","image containing object_0633","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3767_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3767.jpg","http://localhost:4000/shadowfigures/items/object_0633.html#object_0633_0"
"object_0633_1","object_0633","","","image","image/jpg","/objects/dscn3768.jpg","/objects/small/dscn3768_sm.jpg","/objects/thumbs/dscn3768_th.jpg","image containing object_0633","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3768_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3768.jpg","http://localhost:4000/shadowfigures/items/object_0633.html#object_0633_1"
"object_0634","","Gentry, female body","Female body","compound_object","","","","/objects/thumbs/dscn4223_th.jpg","","Gentry, female body. Green bamboo wide sleeve diamond pattern tunic over pale green skirt; block hands. Black bamboo leaves, grey stems; pink, black, green blue diamond pattern; natural waist cord ties front, toggles back; over cut colored peacock feather two tiered waist piece; red gauze and cut deco front and back ribbons at hem; bound feet in black, red, white shoes. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn4223_th.jpg","","http://localhost:4000/shadowfigures/items/object_0634.html"
"object_0634_0","object_0634","","","image","image/jpg","/objects/dscn4223.jpg","/objects/small/dscn4223_sm.jpg","/objects/thumbs/dscn4223_th.jpg","image containing object_0634","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4223_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4223.jpg","http://localhost:4000/shadowfigures/items/object_0634.html#object_0634_0"
"object_0635","","Coffin property","Property","compound_object","","","","/objects/thumbs/dscn4239_th.jpg","","Coffin property. Grey lacquered coffin with hinged black lacquer lid, red edges; cut pattern of auspicious bats encircling stylized ‘shou’ roundel at larger, head end. Lid hinges at foot end and fits into small hide catch. 2 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn4239_th.jpg","","http://localhost:4000/shadowfigures/items/object_0635.html"
"object_0635_0","object_0635","","","image","image/jpg","/objects/dscn4239.jpg","/objects/small/dscn4239_sm.jpg","/objects/thumbs/dscn4239_th.jpg","image containing object_0635","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4239_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4239.jpg","http://localhost:4000/shadowfigures/items/object_0635.html#object_0635_0"
"object_0635_1","object_0635","","","image","image/jpg","/objects/dscn4240.jpg","/objects/small/dscn4240_sm.jpg","/objects/thumbs/dscn4240_th.jpg","image containing object_0635","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4240_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4240.jpg","http://localhost:4000/shadowfigures/items/object_0635.html#object_0635_1"
"object_0635_2","object_0635","","","image","image/jpg","/objects/dscn4241.jpg","/objects/small/dscn4241_sm.jpg","/objects/thumbs/dscn4241_th.jpg","image containing object_0635","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4241_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4241.jpg","http://localhost:4000/shadowfigures/items/object_0635.html#object_0635_2"
"object_0636","","Dressing mirror property","Property","compound_object","","","","/objects/thumbs/dscn4427_th.jpg","","Dressing mirror property. Maroon lacquer stand, cut peony and leaves deco at splats at base. ¾ view shows curved side supports. Pale green, blue edge vertical rectangle could be mirror or possibly rock face, but no pattern shows.","http://localhost:4000/shadowfigures/objects/thumbs/dscn4427_th.jpg","","http://localhost:4000/shadowfigures/items/object_0636.html"
"object_0636_0","object_0636","","","image","image/jpg","/objects/dscn4427.jpg","/objects/small/dscn4427_sm.jpg","/objects/thumbs/dscn4427_th.jpg","image containing object_0636","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4427_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4427.jpg","http://localhost:4000/shadowfigures/items/object_0636.html#object_0636_0"
"object_0636_1","object_0636","","","image","image/jpg","/objects/dscn4428.jpg","/objects/small/dscn4428_sm.jpg","/objects/thumbs/dscn4428_th.jpg","image containing object_0636","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4428_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4428.jpg","http://localhost:4000/shadowfigures/items/object_0636.html#object_0636_1"
"object_0637","","Flower screen and rock property","Property","compound_object","","","","/objects/thumbs/dscn4404_th.jpg","","Flower screen and rock property. Red lacquer with maroon carved edge repeat pattern, orange, maroon, and cut flower at splats at base. ¾ view shows curved side supports. Cut blue and white profile flowers and leaves from Tai hu like rock, and other leafy maroon plant. On floor near stand is black, grey scholar’s rock in low, rectangular, four legged blue ceramic planter.","http://localhost:4000/shadowfigures/objects/thumbs/dscn4404_th.jpg","","http://localhost:4000/shadowfigures/items/object_0637.html"
"object_0637_0","object_0637","","","image","image/jpg","/objects/dscn4404.jpg","/objects/small/dscn4404_sm.jpg","/objects/thumbs/dscn4404_th.jpg","image containing object_0637","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4404_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4404.jpg","http://localhost:4000/shadowfigures/items/object_0637.html#object_0637_0"
"object_0637_1","object_0637","","","image","image/jpg","/objects/dscn4405.jpg","/objects/small/dscn4405_sm.jpg","/objects/thumbs/dscn4405_th.jpg","image containing object_0637","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4405_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4405.jpg","http://localhost:4000/shadowfigures/items/object_0637.html#object_0637_1"
"object_0638","","Servant, female body","Female body","compound_object","","","","/objects/thumbs/dscn3783_th.jpg","","Servant, female body. Pale green close sleeve, long tunic, cut black sleeve deco; block hands; indigo apron with cut bianfu bats circling cut natural ‘shou’ roundel, red ribbon ties back; wide, pleated same trousers, black, red, natural cut hem decos, same as 1.659b; natural cut front sash; bound feet, red, green, black shoes; 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3783_th.jpg","","http://localhost:4000/shadowfigures/items/object_0638.html"
"object_0638_0","object_0638","","","image","image/jpg","/objects/dscn3783.jpg","/objects/small/dscn3783_sm.jpg","/objects/thumbs/dscn3783_th.jpg","image containing object_0638","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3783_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3783.jpg","http://localhost:4000/shadowfigures/items/object_0638.html#object_0638_0"
"object_0639","","Servant, female body","Female body","compound_object","","","","/objects/thumbs/dscn3766_th.jpg","","Servant, female body. Red close sleeve, long tunic, cut natural, blue, white spade repeat cuff deco and matching blue edging; side buttons; tied pale green side sash hangs from chest; block hands; wide, pleated same trousers, natural, blue cut hem decos, same as 1.658b; natural cut front sash; bound feet, red green black shoes; 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3766_th.jpg","","http://localhost:4000/shadowfigures/items/object_0639.html"
"object_0639_0","object_0639","","","image","image/jpg","/objects/dscn3766.jpg","/objects/small/dscn3766_sm.jpg","/objects/thumbs/dscn3766_th.jpg","image containing object_0639","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3766_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3766.jpg","http://localhost:4000/shadowfigures/items/object_0639.html#object_0639_0"
"object_0640","","Gentry, female body","Female body","compound_object","","","","/objects/thumbs/dscn3765_th.jpg","","Gentry, female body. Red floppy sleeve tunic, over red loose trousers or skirt, all with deco edges in natural, black, green; block hands. Red cut flower on natural sleeve cuff; blue green close sleeve and black cuff. Green, natural, red stripe skirt or trouser, black cut sash; red quatrefoil cut back hem deco; bound feet in red, green blue shoes. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3765_th.jpg","","http://localhost:4000/shadowfigures/items/object_0640.html"
"object_0640_0","object_0640","","","image","image/jpg","/objects/dscn3765.jpg","/objects/small/dscn3765_sm.jpg","/objects/thumbs/dscn3765_th.jpg","image containing object_0640","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3765_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3765.jpg","http://localhost:4000/shadowfigures/items/object_0640.html#object_0640_0"
"object_0641","","Ruyi scepter property","Property","compound_object","","","","/objects/thumbs/dscn4408_th.jpg","","Ruyi scepter property. Yellow with red gem decos with green edging; yellow toggle, green beads.","http://localhost:4000/shadowfigures/objects/thumbs/dscn4408_th.jpg","","http://localhost:4000/shadowfigures/items/object_0641.html"
"object_0641_0","object_0641","","","image","image/jpg","/objects/dscn4408.jpg","/objects/small/dscn4408_sm.jpg","/objects/thumbs/dscn4408_th.jpg","image containing object_0641","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4408_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4408.jpg","http://localhost:4000/shadowfigures/items/object_0641.html#object_0641_0"
"object_0641_1","object_0641","","","image","image/jpg","/objects/dscn4409.jpg","/objects/small/dscn4409_sm.jpg","/objects/thumbs/dscn4409_th.jpg","image containing object_0641","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4409_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4409.jpg","http://localhost:4000/shadowfigures/items/object_0641.html#object_0641_1"
"object_0642","","Percussion Instruments property","Property","compound_object","","","","/objects/thumbs/dscn4401_th.jpg","","Percussion Instruments property. Red table, ¾ view; short green, white cloth front edge bunting over red cloth; twin black ribbons with 3 small bells ? each hang symmetrically. Atop table, pair natural gongs hang from green vertical frame, central bell ? hangs from red cord; green framed fan shaped blank red sign sits atop frame; pair horned dragon heads face out from frame top; green framed blank red rectangle signs hang from below mane on each; red pleated sashes hang from gongs and signs; hanging on opposite sides are fly whisk and three pronged beater with red pleated cloth ?; small cymbals attached both frame sides; red handle of lower cymbal attached to rod mechanism on beater side; pair round gongs or bells sit on table; pair black four tiered gong sets flank table at each side, natural gongs and ribbon deco. 1 rod.","http://localhost:4000/shadowfigures/objects/thumbs/dscn4401_th.jpg","","http://localhost:4000/shadowfigures/items/object_0642.html"
"object_0642_0","object_0642","","","image","image/jpg","/objects/dscn4401.jpg","/objects/small/dscn4401_sm.jpg","/objects/thumbs/dscn4401_th.jpg","image containing object_0642","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4401_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4401.jpg","http://localhost:4000/shadowfigures/items/object_0642.html#object_0642_0"
"object_0642_1","object_0642","","","image","image/jpg","/objects/dscn4402.jpg","/objects/small/dscn4402_sm.jpg","/objects/thumbs/dscn4402_th.jpg","image containing object_0642","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4402_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4402.jpg","http://localhost:4000/shadowfigures/items/object_0642.html#object_0642_1"
"object_0642_2","object_0642","","","image","image/jpg","/objects/dscn4403.jpg","/objects/small/dscn4403_sm.jpg","/objects/thumbs/dscn4403_th.jpg","image containing object_0642","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4403_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4403.jpg","http://localhost:4000/shadowfigures/items/object_0642.html#object_0642_2"
"object_0643","","Warrior, immortal body","Male body","compound_object","","","","/objects/thumbs/dscn3614_th.jpg","","Warrior, immortal body. Ornately patterned armor in green, blue, natural; fists; long sash floats from shoulder; close sleeves, clouds emerge from elbows; front, back toggles; jade belt; upward facing wide mouth, profile heads bite knees; highly deco blue, green, black cut platform shoes. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3614_th.jpg","","http://localhost:4000/shadowfigures/items/object_0643.html"
"object_0643_0","object_0643","","","image","image/jpg","/objects/dscn3614.jpg","/objects/small/dscn3614_sm.jpg","/objects/thumbs/dscn3614_th.jpg","image containing object_0643","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3614_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3614.jpg","http://localhost:4000/shadowfigures/items/object_0643.html#object_0643_0"
"object_0644","","Longevity rebus property","Property","compound_object","","","","/objects/thumbs/dscn4406_th.jpg","","Longevity rebus property. Black calligraphy ‘shou’ surrounded by five inward facing red bianfu bats with green, black highlights; bird’s eye view; all but 2 with noses touching ‘shou’, 2 hold green, natural clouds flanking ‘shou’; green, natural circle surrounds all.","http://localhost:4000/shadowfigures/objects/thumbs/dscn4406_th.jpg","","http://localhost:4000/shadowfigures/items/object_0644.html"
"object_0644_0","object_0644","","","image","image/jpg","/objects/dscn4406.jpg","/objects/small/dscn4406_sm.jpg","/objects/thumbs/dscn4406_th.jpg","image containing object_0644","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4406_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4406.jpg","http://localhost:4000/shadowfigures/items/object_0644.html#object_0644_0"
"object_0644_1","object_0644","","","image","image/jpg","/objects/dscn4407.jpg","/objects/small/dscn4407_sm.jpg","/objects/thumbs/dscn4407_th.jpg","image containing object_0644","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4407_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4407.jpg","http://localhost:4000/shadowfigures/items/object_0644.html#object_0644_1"
"object_0645","","Armor, male body","Male body","compound_object","","","","/objects/thumbs/dscn3607_th.jpg","","Armor, male body. Wu ruan kao; fists; natural deco close sleeve armor, red flower halves; green ribbon ties cross chest roundel; jade belt in red, blue; upward facing profile spotted monster bites it; unusual black braid or fish scale extends down from head; wide natural, flower half deco flanges hang front, back; black cut platform boots. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3607_th.jpg","","http://localhost:4000/shadowfigures/items/object_0645.html"
"object_0645_0","object_0645","","","image","image/jpg","/objects/dscn3607.jpg","/objects/small/dscn3607_sm.jpg","/objects/thumbs/dscn3607_th.jpg","image containing object_0645","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3607_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3607.jpg","http://localhost:4000/shadowfigures/items/object_0645.html#object_0645_0"
"object_0646","","Armor, male body","Male body","compound_object","","","","/objects/thumbs/dscn3613_th.jpg","","Armor, male body. Ornately patterned armor in green blue, black, red, natural; fists; long sash floats from shoulder; close sleeves, red clouds emerge from elbows; front, back toggles; jade belt; upward facing wide mouth, profile heads bite knees; highly deco red, green, black cut platform shoes. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3613_th.jpg","","http://localhost:4000/shadowfigures/items/object_0646.html"
"object_0646_0","object_0646","","","image","image/jpg","/objects/dscn3613.jpg","/objects/small/dscn3613_sm.jpg","/objects/thumbs/dscn3613_th.jpg","image containing object_0646","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3613_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3613.jpg","http://localhost:4000/shadowfigures/items/object_0646.html#object_0646_0"
"object_0647","","Armor, male body","Male body","compound_object","","","","/objects/thumbs/dscn3606_th.jpg","","Armor, male body. Wu ruan kao; fists; natural deco close sleeve armor, blue flower halves and deco edging, green clouds; white jade belt; upward facing profile green monster face bites it; wide natural, flower half deco flanges hang front, back; black, green cut platform boots. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3606_th.jpg","","http://localhost:4000/shadowfigures/items/object_0647.html"
"object_0647_0","object_0647","","","image","image/jpg","/objects/dscn3606.jpg","/objects/small/dscn3606_sm.jpg","/objects/thumbs/dscn3606_th.jpg","image containing object_0647","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3606_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3606.jpg","http://localhost:4000/shadowfigures/items/object_0647.html#object_0647_0"
"object_0648","","Armor, male body","Male body","compound_object","","","","/objects/thumbs/dscn3605_th.jpg","","Armor, male body. Wu ruan kao; fists; red deco close sleeve armor, green flower halves, blue deco edging and clouds; multi color jade belt; upward facing profile natural monster face bites it; wide red, flower half deco flanges hang front, back; black cut platform boots. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3605_th.jpg","","http://localhost:4000/shadowfigures/items/object_0648.html"
"object_0648_0","object_0648","","","image","image/jpg","/objects/dscn3605.jpg","/objects/small/dscn3605_sm.jpg","/objects/thumbs/dscn3605_th.jpg","image containing object_0648","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3605_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3605.jpg","http://localhost:4000/shadowfigures/items/object_0648.html#object_0648_0"
"object_0649","","Armor, male body","Male body","compound_object","","","","/objects/thumbs/dscn3604_th.jpg","","Armor, male body. Wu ruan kao; fists; black deco close sleeve armor, red flower halves, natural deco edging and clouds; multi color jade belt; upward facing profile green monster face bites it; wide natural, flower half deco flanges hang front, back; black cut platform boots. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3604_th.jpg","","http://localhost:4000/shadowfigures/items/object_0649.html"
"object_0649_0","object_0649","","","image","image/jpg","/objects/dscn3604.jpg","/objects/small/dscn3604_sm.jpg","/objects/thumbs/dscn3604_th.jpg","image containing object_0649","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3604_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3604.jpg","http://localhost:4000/shadowfigures/items/object_0649.html#object_0649_0"
"object_0650","","Auspicious Banner, Umbrellas property","Property","compound_object","","","","/objects/thumbs/dscn4775_th.jpg","","Auspicious Banner, Umbrellas property. Vertical black edged red banner reads ‘wanshouwu jiang’ 萬壽無疆; each black character set individually in black framed white shapes including circle, fan, slight quatrefoil square, and square. Central pole allows three consecutive size round umbrellas in natural, blue, black to float above banner; pair of blue triangle natural dragon flags with red scalloped edging flank upper corners; rods at center of banner top and bottom. Double ‘x’ deco at banner top; gathered blue cloth at bottom. Note on structure: actual bamboo staves form superstructure supporting umbrellas and stretching banner to keep it flat; strings connect umbrellas and allow them to float in the wind; strings also attach at 2 flag poles, bottom hinged to upper corners of banner. 2 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn4775_th.jpg","","http://localhost:4000/shadowfigures/items/object_0650.html"
"object_0650_0","object_0650","","","image","image/jpg","/objects/dscn4775.jpg","/objects/small/dscn4775_sm.jpg","/objects/thumbs/dscn4775_th.jpg","image containing object_0650","","http://localhost:4000/shadowfigures/objects/thumbs/dscn4775_th.jpg","http://localhost:4000/shadowfigures/objects/dscn4775.jpg","http://localhost:4000/shadowfigures/items/object_0650.html#object_0650_0"
"object_0651","","Large Bat property","Property","compound_object","","","","/objects/thumbs/dscn1539_th.jpg","","Large Bat property. Top view symmetrical, hinged from nose to tail; red wings fade to orange; black ‘arms’, black grey body, whiskers, round cut eyes, tufted cut ears. 2 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn1539_th.jpg","","http://localhost:4000/shadowfigures/items/object_0651.html"
"object_0651_0","object_0651","","","image","image/jpg","/objects/dscn1539.jpg","/objects/small/dscn1539_sm.jpg","/objects/thumbs/dscn1539_th.jpg","image containing object_0651","","http://localhost:4000/shadowfigures/objects/thumbs/dscn1539_th.jpg","http://localhost:4000/shadowfigures/objects/dscn1539.jpg","http://localhost:4000/shadowfigures/items/object_0651.html#object_0651_0"
"object_0652","","Five Bats property","Property","compound_object","","","","/objects/thumbs/dscn1539_th.jpg","","Five Bats property. Identical red bats with black, green highlights, depicted as seen from above. String threaded along each center back attaches to rods at each end, allows appearance of flight. 2 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn1539_th.jpg","","http://localhost:4000/shadowfigures/items/object_0652.html"
"object_0652_0","object_0652","","","image","image/jpg","/objects/dscn1539.jpg","/objects/small/dscn1539_sm.jpg","/objects/thumbs/dscn1539_th.jpg","image containing object_0652","","http://localhost:4000/shadowfigures/objects/thumbs/dscn1539_th.jpg","http://localhost:4000/shadowfigures/objects/dscn1539.jpg","http://localhost:4000/shadowfigures/items/object_0652.html#object_0652_0"
"object_0653","","Tiger animal","Creature","compound_object","","","","/objects/thumbs/dscn1539_th.jpg","","Tiger animal. Saddle wearing black and natural tiger in one piece, split red, green bamboo attached vertically from below at center. ¾ face, cut red brows, eyes, teeth, whiskers; saddle and bit in green, red, blue, black; red toggle at chest; stubby tail.","http://localhost:4000/shadowfigures/objects/thumbs/dscn1539_th.jpg","","http://localhost:4000/shadowfigures/items/object_0653.html"
"object_0653_0","object_0653","","","image","image/jpg","/objects/dscn1539.jpg","/objects/small/dscn1539_sm.jpg","/objects/thumbs/dscn1539_th.jpg","image containing object_0653","","http://localhost:4000/shadowfigures/objects/thumbs/dscn1539_th.jpg","http://localhost:4000/shadowfigures/objects/dscn1539.jpg","http://localhost:4000/shadowfigures/items/object_0653.html#object_0653_0"
"object_0654","","Gentry, female body","Female body","compound_object","","","","/objects/thumbs/dscn1538_th.jpg","","Gentry, female body. Red wide sleeve gown over pleated pale green skirt; block hands; front torso natural with black knotted ribbon; five roundels of round red sun in blue sky over black trident emerging from cut waves. Symbolic of what? Side pleat revels cut blue bat at hem. Bound feet, red shoes. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn1538_th.jpg","","http://localhost:4000/shadowfigures/items/object_0654.html"
"object_0654_0","object_0654","","","image","image/jpg","/objects/dscn1538.jpg","/objects/small/dscn1538_sm.jpg","/objects/thumbs/dscn1538_th.jpg","image containing object_0654","","http://localhost:4000/shadowfigures/objects/thumbs/dscn1538_th.jpg","http://localhost:4000/shadowfigures/objects/dscn1538.jpg","http://localhost:4000/shadowfigures/items/object_0654.html#object_0654_0"
"object_0655","","Gentry, female body","Female body","compound_object","","","","/objects/thumbs/dscn1538_th.jpg","","Gentry, female body. Red wide sleeve gown over pleated pale green skirt; block hands; front torso natural with black knotted ribbon; five roundels of round red sun in blue sky over black trident emerging from cut waves. Symbolic of what? Side pleat revels cut blue bat at hem. Bound feet, red shoes. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn1538_th.jpg","","http://localhost:4000/shadowfigures/items/object_0655.html"
"object_0655_0","object_0655","","","image","image/jpg","/objects/dscn1538.jpg","/objects/small/dscn1538_sm.jpg","/objects/thumbs/dscn1538_th.jpg","image containing object_0655","","http://localhost:4000/shadowfigures/objects/thumbs/dscn1538_th.jpg","http://localhost:4000/shadowfigures/objects/dscn1538.jpg","http://localhost:4000/shadowfigures/items/object_0655.html#object_0655_0"
"object_0656","","Clothing Cabinet, Trunks property","Property","compound_object","","","","/objects/thumbs/dscn2768_th.jpg","","Clothing Cabinet, Trunks property. Black lacquer cabinet with brass fittings, pair of red lacquer trunks sit on top. ¾ view, top 2/3 portion hinged doors, bottom is trunk size space; four short legs, ochre carved pattern at front base. Doors open front reveal top shelf, red vessel with awl, sewing basket with scissors; four ochre drawers, central pulls; shelf holding brown tied bundle, red tied bundle; red cloth, brown cloth on bottom shelf. Pin hole at center top of chest indicates where it was attached to scrim.","http://localhost:4000/shadowfigures/objects/thumbs/dscn2768_th.jpg","","http://localhost:4000/shadowfigures/items/object_0656.html"
"object_0656_0","object_0656","","","image","image/jpg","/objects/dscn2768.jpg","/objects/small/dscn2768_sm.jpg","/objects/thumbs/dscn2768_th.jpg","image containing object_0656","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2768_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2768.jpg","http://localhost:4000/shadowfigures/items/object_0656.html#object_0656_0"
"object_0656_1","object_0656","","","image","image/jpg","/objects/dscn2769.jpg","/objects/small/dscn2769_sm.jpg","/objects/thumbs/dscn2769_th.jpg","image containing object_0656","","http://localhost:4000/shadowfigures/objects/thumbs/dscn2769_th.jpg","http://localhost:4000/shadowfigures/objects/dscn2769.jpg","http://localhost:4000/shadowfigures/items/object_0656.html#object_0656_1"
"object_0657","","Imperial Palace property","Property","compound_object","","","","/objects/thumbs/dscn3928_th.jpg","","Imperial Palace property. Ming or Qing style hall seen from ¾ view. Yellow roof tiles, roof beam shows four clawed dragons facing central flaming pearl; green monster faces bite beam at either end, scaled bodies curve above their heads; green, red faces at all roof ends; corner ornaments of 2 fox-dogs, 1 bird above hanging bell; green tile ends; red, green patterned under eaves; ochre plaque over entrance reads ‘Jin Dian’; green threshold and panel of latticework window; outside, four red columns with climbing 4 clawed white, green dragons flank entrance. Inside, red table with curved legs on a platform, partial view of matching chair. Vase with coral, pheasant feather; vessel with spotted mushroom or Buddha claw citrus on table. Pale orange wash bldg exterior with lower portion blue brickwork; surrounding stone balustrade opens to stairs, center ramp shows 4 clawed dragon and pearl, auspicious clouds emerging from waves; pedestal crane and tortoise flank stairs on either side. Metal pin stuck in beam monster body for one scrim attachment. Six hinged pieces.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3928_th.jpg","","http://localhost:4000/shadowfigures/items/object_0657.html"
"object_0657_0","object_0657","","","image","image/jpg","/objects/dscn3928.jpg","/objects/small/dscn3928_sm.jpg","/objects/thumbs/dscn3928_th.jpg","image containing object_0657","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3928_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3928.jpg","http://localhost:4000/shadowfigures/items/object_0657.html#object_0657_0"
"object_0657_1","object_0657","","","image","image/jpg","/objects/dscn3929.jpg","/objects/small/dscn3929_sm.jpg","/objects/thumbs/dscn3929_th.jpg","image containing object_0657","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3929_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3929.jpg","http://localhost:4000/shadowfigures/items/object_0657.html#object_0657_1"
"object_0657_2","object_0657","","","image","image/jpg","/objects/dscn3930.jpg","/objects/small/dscn3930_sm.jpg","/objects/thumbs/dscn3930_th.jpg","image containing object_0657","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3930_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3930.jpg","http://localhost:4000/shadowfigures/items/object_0657.html#object_0657_2"
