objectid,parentid,title,subject,display_template,format,object_location,image_small,image_thumb,image_alt_text,description,object_thumb,object_location,reference_url
"object_1112_0","object_1112","","","image","image/jpg","/objects/dscn3010.jpg","/objects/small/dscn3010_sm.jpg","/objects/thumbs/dscn3010_th.jpg","image containing object_1112","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3010_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3010.jpg","http://localhost:4000/shadowfigures/items/object_1112.html#object_1112_0"
"object_1113","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn3010_th.jpg","","Jing head. Jing. Soldier? Black wangzi 網子 skullcap with short red ribbon at back. Pale green circlet edge, small black faji 髮髻 hair knob protrudes. Black scalp, natural neck. White painted face with pink blush; grey marks; black swoosh brow and triangle eye; opera style full black beard and stachio connects to sideburns.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3010_th.jpg","","http://localhost:4000/shadowfigures/items/object_1113.html"
"object_1113_0","object_1113","","","image","image/jpg","/objects/dscn3010.jpg","/objects/small/dscn3010_sm.jpg","/objects/thumbs/dscn3010_th.jpg","image containing object_1113","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3010_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3010.jpg","http://localhost:4000/shadowfigures/items/object_1113.html#object_1113_0"
"object_1114","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn3011_th.jpg","","Chou head. Chou. Soldier? Black wangzi 網子 skullcap with short red ribbon at back. Black ciguye 慈菇葉 bravery symbol. Green cut circlet edges, small black faji 髮髻 hair knob protrudes, bound in red. Black scalp, natural neck. Flesh face with black and grey edged white clown patch covers nose; black brow and marks on nose; fish eye; cut teeth, red tongue, pink lips outlined with black and red circles. Ochre color from varnish.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3011_th.jpg","","http://localhost:4000/shadowfigures/items/object_1114.html"
"object_1114_0","object_1114","","","image","image/jpg","/objects/dscn3011.jpg","/objects/small/dscn3011_sm.jpg","/objects/thumbs/dscn3011_th.jpg","image containing object_1114","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3011_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3011.jpg","http://localhost:4000/shadowfigures/items/object_1114.html#object_1114_0"
"object_1115","","Dan head","Dan head","compound_object","","","","/objects/thumbs/dscn3011_th.jpg","","Dan head. Supernatural dan. Spirit. Faded red and grey toned face with cuts, natural neck. Straight lips. Black faji 髮髻 hair knob bound in faded red cord in two places, covers ear. Stylized curly black brow over large eye.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3011_th.jpg","","http://localhost:4000/shadowfigures/items/object_1115.html"
"object_1115_0","object_1115","","","image","image/jpg","/objects/dscn3011.jpg","/objects/small/dscn3011_sm.jpg","/objects/thumbs/dscn3011_th.jpg","image containing object_1115","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3011_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3011.jpg","http://localhost:4000/shadowfigures/items/object_1115.html#object_1115_0"
"object_1116","","Sheng head","Sheng head","compound_object","","","","/objects/thumbs/dscn3011_th.jpg","","Sheng head. Lao sheng. Military. Black wangzi 網子 skullcap with green edge, black ciguye 慈菇葉 bravery symbol; short red ribbon at back. Large white faji 髮髻 hair knob, protrudes at crown. White cut face, white four strand white beard, soul patch and stachio connects to sideburns. Red lips.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3011_th.jpg","","http://localhost:4000/shadowfigures/items/object_1116.html"
"object_1116_0","object_1116","","","image","image/jpg","/objects/dscn3011.jpg","/objects/small/dscn3011_sm.jpg","/objects/thumbs/dscn3011_th.jpg","image containing object_1116","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3011_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3011.jpg","http://localhost:4000/shadowfigures/items/object_1116.html#object_1116_0"
"object_1117","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn3012_th.jpg","","Chou head. Lao chou. Military. Black wangzi 網子 skullcap with green edges; short red ribbon at back and at knob. Large white filigree cut faji 髮髻 hair knob, protrudes at crown. Attached when created with two rawhide plugs. White cut face; clown patch; white filigree cut hair and short beard connects to sideburns, ’ba‘ 八 stachio. Small red lips. Ochre color from varnish.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3012_th.jpg","","http://localhost:4000/shadowfigures/items/object_1117.html"
"object_1117_0","object_1117","","","image","image/jpg","/objects/dscn3012.jpg","/objects/small/dscn3012_sm.jpg","/objects/thumbs/dscn3012_th.jpg","image containing object_1117","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3012_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3012.jpg","http://localhost:4000/shadowfigures/items/object_1117.html#object_1117_0"
"object_1118","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn3012_th.jpg","","Chou head. Lao chou. Military. Black wangzi 網子 skullcap with green edges; short red ribbon at back and at knob. Large white filigree cut faji 髮髻 hair knob, protrudes at crown. Attached when created with two rawhide plugs. White cut face; clown patch; white filigree cut hair and short beard connects to sideburns, &#39;ba&#39; 八 stachio. Small red lips. Ochre color from varnish.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3012_th.jpg","","http://localhost:4000/shadowfigures/items/object_1118.html"
"object_1118_0","object_1118","","","image","image/jpg","/objects/dscn3012.jpg","/objects/small/dscn3012_sm.jpg","/objects/thumbs/dscn3012_th.jpg","image containing object_1118","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3012_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3012.jpg","http://localhost:4000/shadowfigures/items/object_1118.html#object_1118_0"
"object_1119","","Sheng head","Sheng head","compound_object","","","","/objects/thumbs/dscn3012_th.jpg","","Sheng head. Lao sheng. Military. Black wangzi 網子 skullcap with green edges; short red ribbon at back and at knob. Large white filigree cut faji 髮髻 hair knob, protrudes at crown. White cut face, white four strand white beard, soul patch and stachio connects to sideburns. Red lips.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3012_th.jpg","","http://localhost:4000/shadowfigures/items/object_1119.html"
"object_1119_0","object_1119","","","image","image/jpg","/objects/dscn3012.jpg","/objects/small/dscn3012_sm.jpg","/objects/thumbs/dscn3012_th.jpg","image containing object_1119","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3012_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3012.jpg","http://localhost:4000/shadowfigures/items/object_1119.html#object_1119_0"
"object_1120","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn3013_th.jpg","","Jing head. Lao Jing. Soldier? Black wangzi 網子 skullcap with short red ribbon at back. Pale green circlet edge, small black faji 髮髻 hair knob protrudes. Black stripe painted scalp and full opera style beard and stachios covering mouth. Natural neck; white painted face with pink blush; grey marks; black swoosh brow and triangle eye.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3013_th.jpg","","http://localhost:4000/shadowfigures/items/object_1120.html"
"object_1120_0","object_1120","","","image","image/jpg","/objects/dscn3013.jpg","/objects/small/dscn3013_sm.jpg","/objects/thumbs/dscn3013_th.jpg","image containing object_1120","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3013_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3013.jpg","http://localhost:4000/shadowfigures/items/object_1120.html#object_1120_0"
"object_1121","","Sheng head","Sheng head","compound_object","","","","/objects/thumbs/dscn3013_th.jpg","","Sheng head. Sheng. Soldier? Black wangzi 網子 skullcap with short red ribbon at back. Green circlet edge, small black faji 髮髻 hair knob protrudes at crown, bound with red cord. Black scalp. Black cut face with &#39;ba&#39; 八 stachio, red lips. Ochre color from varnish.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3013_th.jpg","","http://localhost:4000/shadowfigures/items/object_1121.html"
"object_1121_0","object_1121","","","image","image/jpg","/objects/dscn3013.jpg","/objects/small/dscn3013_sm.jpg","/objects/thumbs/dscn3013_th.jpg","image containing object_1121","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3013_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3013.jpg","http://localhost:4000/shadowfigures/items/object_1121.html#object_1121_0"
"object_1122","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn3013_th.jpg","","Jing head. Jing demon. Black wangzi 網子 skullcap with short red ribbon at back. Green circlet edge and green edged circle at crown, red bound small hair knob protrudes here. Black to grey ear tuft. Pale pink face with black diamond patch stylized eye, grey mark near stachio. Two strand long natural ochre beard, soul patch, tufted brow. Small red lips. Ochre color from varnish.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3013_th.jpg","","http://localhost:4000/shadowfigures/items/object_1122.html"
"object_1122_0","object_1122","","","image","image/jpg","/objects/dscn3013.jpg","/objects/small/dscn3013_sm.jpg","/objects/thumbs/dscn3013_th.jpg","image containing object_1122","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3013_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3013.jpg","http://localhost:4000/shadowfigures/items/object_1122.html#object_1122_0"
"object_1123","","Sheng head","Sheng head","compound_object","","","","/objects/thumbs/dscn3014_th.jpg","","Sheng head. Sheng. Soldier? Black wangzi 網子 skullcap with short red ribbon at back. Blue circlet edge, small black faji 髮髻 hair knob protrudes, bound with red cord. Black scalp and full opera style beard and stachios covering mouth. Natural neck; black cut face.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3014_th.jpg","","http://localhost:4000/shadowfigures/items/object_1123.html"
"object_1123_0","object_1123","","","image","image/jpg","/objects/dscn3014.jpg","/objects/small/dscn3014_sm.jpg","/objects/thumbs/dscn3014_th.jpg","image containing object_1123","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3014_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3014.jpg","http://localhost:4000/shadowfigures/items/object_1123.html#object_1123_0"
"object_1124","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn3014_th.jpg","","Jing head. Jing. Military. Black wangzi 網子 skullcap with short red ribbon at back. Black ciguye 慈菇葉 bravery symbol. Green circlet edges, small black faji 髮髻 hair knob protrudes, bound with red cord. Black scalp and full opera style beard and stachios covering mouth. Natural neck, flesh ear; red painted face with white and black highlights.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3014_th.jpg","","http://localhost:4000/shadowfigures/items/object_1124.html"
"object_1124_0","object_1124","","","image","image/jpg","/objects/dscn3014.jpg","/objects/small/dscn3014_sm.jpg","/objects/thumbs/dscn3014_th.jpg","image containing object_1124","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3014_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3014.jpg","http://localhost:4000/shadowfigures/items/object_1124.html#object_1124_0"
"object_1125","","Sheng head","Sheng head","compound_object","","","","/objects/thumbs/dscn3014_th.jpg","","Sheng head. Sheng. Military. Black wangzi 網子 skullcap with short red ribbon at back. Black ciguye 慈菇葉 bravery symbol. Grey green circlet edge, small black faji 髮髻 hair knob protrudes, bound with red cord. Black scalp, brow and two strand opera style beard and stachios covering mouth. Natural neck, ear; pink blush over cheek to brow. Arrow shaft with black tail-feathers sticks out of his blood splashed forehead.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3014_th.jpg","","http://localhost:4000/shadowfigures/items/object_1125.html"
"object_1125_0","object_1125","","","image","image/jpg","/objects/dscn3014.jpg","/objects/small/dscn3014_sm.jpg","/objects/thumbs/dscn3014_th.jpg","image containing object_1125","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3014_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3014.jpg","http://localhost:4000/shadowfigures/items/object_1125.html#object_1125_0"
"object_1126","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn3015_th.jpg","","Jing head. Jing demon. Military. Black wangzi 網子 skullcap with green cut edges and short back ribbon; black ciguye 慈菇葉 bravery symbol in front of natural cut fan extension of same ribbon, fan at ear, tied at nape with two long extensions. Small black faji 髮髻 hair knob, protrudes at crown from green edge. Black to grey ear tuft; black scalp, natural neck and ear. White painted face with black stripe down nose and outline of downcast red lips; black to grey repeats above black stylized eye; flesh ear.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3015_th.jpg","","http://localhost:4000/shadowfigures/items/object_1126.html"
"object_1126_0","object_1126","","","image","image/jpg","/objects/dscn3015.jpg","/objects/small/dscn3015_sm.jpg","/objects/thumbs/dscn3015_th.jpg","image containing object_1126","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3015_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3015.jpg","http://localhost:4000/shadowfigures/items/object_1126.html#object_1126_0"
"object_1127","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn3015_th.jpg","","Jing head. Jing demon. Military. Black wangzi 網子 skullcap with green cut edges and short back ribbon; black ciguye 慈菇葉 bravery symbol. Large red faji 髮髻 hair knob, protrudes at crown from green edge, attached with two unobtrusive red plugs. Green painted face with yellow patch above stylized black starburst style eye. Red scalp, tufted sideburns to stachio, soul patch. Open red lips reveal cut teeth, tongue. Yellow neck.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3015_th.jpg","","http://localhost:4000/shadowfigures/items/object_1127.html"
"object_1127_0","object_1127","","","image","image/jpg","/objects/dscn3015.jpg","/objects/small/dscn3015_sm.jpg","/objects/thumbs/dscn3015_th.jpg","image containing object_1127","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3015_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3015.jpg","http://localhost:4000/shadowfigures/items/object_1127.html#object_1127_0"
"object_1128","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn3015_th.jpg","","Chou head. Chou. Military. ¾ face. Black wangzi 網子 skullcap with blue green cut edges; short red back ribbon and tie on small black faji 髮髻 hair knob protruding at crown from green edge. Black ciguye 慈菇葉 bravery symbol. ¾ worried face with cut from forehead to nose, black stiches. Doesn’t really look like clown make-up. Black brows form &#39;ba&#39; 八 shape above black triangular eyes. Hint of pink on cut cheeks. Open pink lips reveal cut teeth and red tongue. Yellow face, ear, neck.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3015_th.jpg","","http://localhost:4000/shadowfigures/items/object_1128.html"
"object_1128_0","object_1128","","","image","image/jpg","/objects/dscn3015.jpg","/objects/small/dscn3015_sm.jpg","/objects/thumbs/dscn3015_th.jpg","image containing object_1128","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3015_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3015.jpg","http://localhost:4000/shadowfigures/items/object_1128.html#object_1128_0"
"object_1129","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn3016_th.jpg","","Chou head. Lao chou. Jiang Ziya 姜子牙. Wide brim straw hat with blue green cut fringe. Opens at crown reveals Daoist close fitting hat of black and natural striped starched board, stanted forward, red and blue green yin-yang symbol; large red pompom. Pink, wrinkled flesh face, white or natural tufted brow and filigree cut opera style beard covers mouth. Lively white edged fish style eye. Note: Two barely legible black painted characters on neck. – 子.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3016_th.jpg","","http://localhost:4000/shadowfigures/items/object_1129.html"
"object_1129_0","object_1129","","","image","image/jpg","/objects/dscn3016.jpg","/objects/small/dscn3016_sm.jpg","/objects/thumbs/dscn3016_th.jpg","image containing object_1129","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3016_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3016.jpg","http://localhost:4000/shadowfigures/items/object_1129.html#object_1129_0"
"object_1129_1","object_1129","","","image","image/jpg","/objects/dscn3017.jpg","/objects/small/dscn3017_sm.jpg","/objects/thumbs/dscn3017_th.jpg","image containing object_1129","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3017_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3017.jpg","http://localhost:4000/shadowfigures/items/object_1129.html#object_1129_1"
"object_1130","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn3016_th.jpg","","Jing head. Wu jing. Wide brim caomao quan 草帽圈 straw hat with green cut edges. Black ying zajin 硬紮巾 bound with blue ribbon; four natural verticals with small white pompoms at top and two visible at mid way up. Black ciguye 慈菇葉 bravery symbol above green circlet. White and black painted face, pale pink blush on cheek, black stylized eye. Black scalp, sideburns to pointed stachio and two strand long black beard, soul patch. Open pink lips reveal cut teeth and red tongue. Natural neck and ear.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3016_th.jpg","","http://localhost:4000/shadowfigures/items/object_1130.html"
"object_1130_0","object_1130","","","image","image/jpg","/objects/dscn3016.jpg","/objects/small/dscn3016_sm.jpg","/objects/thumbs/dscn3016_th.jpg","image containing object_1130","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3016_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3016.jpg","http://localhost:4000/shadowfigures/items/object_1130.html#object_1130_0"
"object_1131","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn3016_th.jpg","","Jing head. Wu jing. Military. Wide brim caomao quan 草帽圈 straw hat with green and black cut edges. Black cut hexagonal hat with white edges and deco at top, large black topknot. Black ciguye 慈菇葉 bravery symbol. Blue circlet; red pompom at ear. Green, red, white, black painted face, kiss band member. Black stylized eye and lip outline. Red downcast lips. Natural neck.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3016_th.jpg","","http://localhost:4000/shadowfigures/items/object_1131.html"
"object_1131_0","object_1131","","","image","image/jpg","/objects/dscn3016.jpg","/objects/small/dscn3016_sm.jpg","/objects/thumbs/dscn3016_th.jpg","image containing object_1131","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3016_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3016.jpg","http://localhost:4000/shadowfigures/items/object_1131.html#object_1131_0"
"object_1132","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn3020_th.jpg","","Jing head. Jing. Military. Black wangzi 網子 skullcap with cut edges. Large black faji 髮髻 hair knob, protrudes at crown. Natural wide brim straw hat with green and blue cut edges. Green circlet with black ciguye 慈菇葉 bravery symbol. Black and white painted face; black starburst stylized eye; pink blush on cheek; downcast red lips outlined in black and grey.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3020_th.jpg","","http://localhost:4000/shadowfigures/items/object_1132.html"
"object_1132_0","object_1132","","","image","image/jpg","/objects/dscn3020.jpg","/objects/small/dscn3020_sm.jpg","/objects/thumbs/dscn3020_th.jpg","image containing object_1132","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3020_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3020.jpg","http://localhost:4000/shadowfigures/items/object_1132.html#object_1132_0"
"object_1133","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn3020_th.jpg","","Chou head. Lao chou. Fisherman. Wide brim caomao quan 草帽圈 straw hat, blue underside. Filigree cut white hair, bound with red ribbon, sticks up from top opening. Natural cut wrinkled face, lively clown eye, short filigree cut beard, and pointed stachios. Red lips.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3020_th.jpg","","http://localhost:4000/shadowfigures/items/object_1133.html"
"object_1133_0","object_1133","","","image","image/jpg","/objects/dscn3020.jpg","/objects/small/dscn3020_sm.jpg","/objects/thumbs/dscn3020_th.jpg","image containing object_1133","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3020_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3020.jpg","http://localhost:4000/shadowfigures/items/object_1133.html#object_1133_0"
"object_1134","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn3020_th.jpg","","Chou head. Chou. Grey zhanmao 氈帽 felt hat with high brim and fishtail crown. Brim is slightly pulled down above ears and black hair knotted at nape with red ribbon. Grey scalp matches hat. Flesh face, stylized black brow and marks on clown patch; triangle eye, dali stachio and soul patch; blush on cheek.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3020_th.jpg","","http://localhost:4000/shadowfigures/items/object_1134.html"
"object_1134_0","object_1134","","","image","image/jpg","/objects/dscn3020.jpg","/objects/small/dscn3020_sm.jpg","/objects/thumbs/dscn3020_th.jpg","image containing object_1134","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3020_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3020.jpg","http://localhost:4000/shadowfigures/items/object_1134.html#object_1134_0"
"object_1135","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn3021_th.jpg","","Jing head. Jing demon. Manchu close fitting hat with wide brim in dark grey with white trim and top deco; short red ribbon at back. Black scalp, ear tuft and circlet. Slightly yellow painted face with stylized tufted black brow, eye, and marks. Narrow sideburn into two strand long beard, stachio, and soul patch.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3021_th.jpg","","http://localhost:4000/shadowfigures/items/object_1135.html"
"object_1135_0","object_1135","","","image","image/jpg","/objects/dscn3021.jpg","/objects/small/dscn3021_sm.jpg","/objects/thumbs/dscn3021_th.jpg","image containing object_1135","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3021_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3021.jpg","http://localhost:4000/shadowfigures/items/object_1135.html#object_1135_0"
"object_1136","","Sheng head","Sheng head","compound_object","","","","/objects/thumbs/dscn3021_th.jpg","","Sheng head. Sheng. Daoist. Wide brim straw hat with blue green cut fringe. Opens at crown reveals unusual Daoist close fitting cap. Black and white yin yang symbol surrounded by bagua half visible at crown, series of cut scallops in green, red, black, supported by red piece at back; circlet with yellow dragon body profile on red ground partially visible. Black cut face, long black stachios and four strand long beard. Natural neck.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3021_th.jpg","","http://localhost:4000/shadowfigures/items/object_1136.html"
"object_1136_0","object_1136","","","image","image/jpg","/objects/dscn3021.jpg","/objects/small/dscn3021_sm.jpg","/objects/thumbs/dscn3021_th.jpg","image containing object_1136","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3021_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3021.jpg","http://localhost:4000/shadowfigures/items/object_1136.html#object_1136_0"
"object_1137","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn3021_th.jpg","","Jing head. Jing. Military. Black wangzi 網子 skullcap with cut edges. Large black faji 髮髻 hair knob, protrudes at crown. Natural wide brim caomao quan 草帽圈 straw hat with green and blue cut edges. Green circlet with black ciguye 慈菇葉 bravery symbol, with two red and three green small pompoms. Green, black, grey, and white painted face; black starburst stylized eye; downcast red lips.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3021_th.jpg","","http://localhost:4000/shadowfigures/items/object_1137.html"
"object_1137_0","object_1137","","","image","image/jpg","/objects/dscn3021.jpg","/objects/small/dscn3021_sm.jpg","/objects/thumbs/dscn3021_th.jpg","image containing object_1137","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3021_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3021.jpg","http://localhost:4000/shadowfigures/items/object_1137.html#object_1137_0"
"object_1138","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn3023_th.jpg","","Chou head. Lao chou. Black wangzi 網子 skullcap from which large white filigree cut faji 髮髻 hair knob protrudes, bound with red cord. Natural wide brim caomao quan 草帽圈 straw hat with green and black cut edges. Back brim of hat is turned under, reveals short red ribbon at nape. Flesh face, cut wrinkles; white filigree hair, long beard, stachios, and soul patch. Cut teeth, red tongue, pink lips; natural neck.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3023_th.jpg","","http://localhost:4000/shadowfigures/items/object_1138.html"
"object_1138_0","object_1138","","","image","image/jpg","/objects/dscn3023.jpg","/objects/small/dscn3023_sm.jpg","/objects/thumbs/dscn3023_th.jpg","image containing object_1138","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3023_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3023.jpg","http://localhost:4000/shadowfigures/items/object_1138.html#object_1138_0"
"object_1139","","Dan head","Dan head","compound_object","","","","/objects/thumbs/dscn3023_th.jpg","","Dan head. Lao dan. Natural wide brim caomao quan 草帽圈 straw hat with black cut edges. Blue ribbon ties white filigree hair at crown; grey cut ornament with red, green flower. Red front deco on black diadem, ezi 額子, with green edge. Small green ear ring. Cut white face and neck.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3023_th.jpg","","http://localhost:4000/shadowfigures/items/object_1139.html"
"object_1139_0","object_1139","","","image","image/jpg","/objects/dscn3023.jpg","/objects/small/dscn3023_sm.jpg","/objects/thumbs/dscn3023_th.jpg","image containing object_1139","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3023_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3023.jpg","http://localhost:4000/shadowfigures/items/object_1139.html#object_1139_0"
"object_1140","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn3023_th.jpg","","Jing head. Jing. Military. Natural zhanmao 氈帽 felt hat with fishtail crown, deco of profile red to pink peony-like flowers and green leaves; green circlet with large black wavy style arrow or ciguye 慈菇葉 bravery symbol; short red ribbon at nape. Natural pompom at ear. Red painted face with black and white highlights at eye. Black scalp; pink ear; natural neck.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3023_th.jpg","","http://localhost:4000/shadowfigures/items/object_1140.html"
"object_1140_0","object_1140","","","image","image/jpg","/objects/dscn3023.jpg","/objects/small/dscn3023_sm.jpg","/objects/thumbs/dscn3023_th.jpg","image containing object_1140","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3023_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3023.jpg","http://localhost:4000/shadowfigures/items/object_1140.html#object_1140_0"
"object_1141","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn3024_th.jpg","","Chou head. Chou. Blue zhanmao 氈帽 felt hat with wide brim and fishtail crown perched on top of head; brim slightly pulled down. Black hair bound loosely at nape with red cord. Pink painted face with stylized clown patch; stylized black tufted brow and stachios to sideburns. Grey mark on cheek, red mark above brow, black marks on patch. Red lips.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3024_th.jpg","","http://localhost:4000/shadowfigures/items/object_1141.html"
"object_1141_0","object_1141","","","image","image/jpg","/objects/dscn3024.jpg","/objects/small/dscn3024_sm.jpg","/objects/thumbs/dscn3024_th.jpg","image containing object_1141","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3024_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3024.jpg","http://localhost:4000/shadowfigures/items/object_1141.html#object_1141_0"
"object_1142","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn3024_th.jpg","","Jing head. Wu jing rebel demon general. Natural cut diadem, ezi 額子, green trim, with red and green front emblem. Natural pompom above; large twisted blue fan-shaped symbol at front. Twin pheasant feathers protrude from red and green settings above ears. Black rounded hat on back of head. Twin natural furs extend back. Black to grey back slanted ear tuft, and long piece in front of ear, also Liu Hai 劉海 knots behind diadem. Black full beard starts at chin. Green ear ring. Slight ridges on forehead. White painted face with black curving patterns highlight round black eye. Cut white teeth and pointed fangs, red tongue, pink lips.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3024_th.jpg","","http://localhost:4000/shadowfigures/items/object_1142.html"
"object_1142_0","object_1142","","","image","image/jpg","/objects/dscn3024.jpg","/objects/small/dscn3024_sm.jpg","/objects/thumbs/dscn3024_th.jpg","image containing object_1142","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3024_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3024.jpg","http://localhost:4000/shadowfigures/items/object_1142.html#object_1142_0"
